Lyric,Label
"She didn't say yes
She didn't say no
She didn't say stay
She didn't say go

She only knew that he had spied her there
And then she knew he sat beside her there

At first there was heard not one little word
Then coyly she took one sly little look
And something awoke and smiled inside
Her heart began beating wild inside

So what did she do?
I leave it to you
She did just what you'd do too

She didn't say yes
She didn't say no
They very soon stood beside his chateau
They lingered like two poor waifs outside
For well she knew `twas only safe outside

In there it was warm, out there it was cold
The sleet and the storm said, ""Better be bold""
She murmured, ""I'm not afraid of ice,
I only wish that I was made of ice""

So what did she do?
I leave it to you
She did just what you'd do too

She didn't say yes
She didn't say no
She wanted to stay
But knew she should go

She wasn't so sure that he'd be good
She wasn't even sure that she'd be good

She wanted to rest
All cuddled and pressed
A palpable part of somebody's heart
She'd love to be on rapport with him
But not behind a bolted door with him

And what did she do?
I leave it to you
She did just what you'd do too

She didn't say yes
She didn't say no
For heaven was near
She wanted it so

Above her sweet love was beckoning
And yet she knew there'd be a reckoning

She wanted to climb
But dreaded to fall
So bided her time
And clung to the wall

She wanted to act ad libitum
But feared to lose her equilibrium

So what did she do?
I leave it to you
She did just what you'd do too",6
"Some day, when I'm awfully low,
When the world is cold,
I will feel a glow just thinking of you

And the way you look tonight.
Yes you're lovely, with your smile so warm
And your cheeks so soft,
There is nothing for me but to love you,
And the way you look tonight.
With each word your tenderness grows,
Tearing my fear apart

And that laugh that wrinkles your nose,
It touches my foolish heart.
Lovely 
Never, ever change.
Keep that breathless charm.
Won't you please arrange it ?
'Cause I love you 

Just the way you look tonight.
Mm, Mm, Mm, Mm,
Just the way you look to-night.",6
"You couldn't be cuter
Plus that
You couldn't be smarter
Plus that
Intelligent face
You have a disgrace
Full charm
For me

You couldn't be keener
You look so fresh from the cleaner
You are the little grand slam
I'll take to my fam-
Ily

My ma will show you an album of me that'll bore you to tears
And you'll attract all the relatives we have dodged for years and years

And what will they tell me?
Exactly, what will they tell me
Let's say you couldn't be nicer
Couldn't be sweeter
Couldn't be better
Couldn't be smoother
Couldn't be cuter, baby, than you are

My ma will show you an album of me that'll bore you to tears
And you'll attract all the relatives we have dodged for years and years

And what will they tell me?
I know just what they will tell me
They'll say you couldn't be nicer
Couldn't be sweeter
Couldn't be better
Couldn't be smoother
Couldn't be cuter, baby, than you are",7
"She didn't say yes
She didn't say no
She didn't say stay
She didn't say go

She only knew that he had spied her there
And then she knew he sat beside her there

At first there was heard not one little word
Then coyly she took one sly little look
And something awoke and smiled inside
Her heart began beating wild inside

So what did she do?
I leave it to you
She did just what you'd do too

She didn't say yes
She didn't say no
They very soon stood beside his chateau
They lingered like two poor waifs outside
For well she knew 'twas only safe outside

In there it was warm, out there it was cold
The sleet and the storm said better be bold
She murmured, ""I'm not afraid of ice
I only wish that I was made of ice""

So what did she do?
I leave it to you
She did just what you'd do too

She didn't say yes
She didn't say no
She wanted to stay
But knew she should go

She wasn't so sure that he'd be good
She wasn't even sure that she'd be good

She wanted to rest
All cuddled and pressed
A palpable part of somebody's heart
She'd love to be on rapport with him
But not behind a bolted door with him

And what did she do?
I leave it to you
She did just what you'd do too

She didn't say yes
She didn't say no
For heaven was near
She wanted it so

Above her sweet love was beckoning
And yet she knew there'd be a reckoning

She wanted to climb
But dreaded to fall
So bided her time
And clung to the wall

She wanted to act ad libitum
But feared to lose her equilibrium

So what did she do?
I leave it to you
She did just what you'd do too",6
"Right here pretty baby sit here on your mommas knee
I want to tell everybody how you've been sending me
Well now if that's you're secret you can keep it to yourself
Cause if you tell me you can bet ill tell someone else
I never loved and I hope I never will because a loving proposition will get somebody killed

Come on lead me pretty baby cause you know I can be led
Squeeze me pretty baby yes until my face turns cherry red
Right here pretty baby sit here onyour mommas knee
Squeeze me pretty baby yes until my face turns cherry red",5
"Lord, this house is goin' to get raided, yes, sir

Thirty days in jail with my back turned to the wall, turned to the wall
Thirty days in jail with my back turned to the wall
Look here, Mr. Jail-keeper, put another gal in my stall

I don't mind bein' in jail, but I got to stay there so long, so long
I don't mind bein' in jail, but I got to stay there so long, so long
When every friend I have is done shook hands and gone

You better stop your man from tickling me under my chin, under my chin
You better stop your man from tickling me under my chin
'Cause if he keeps on tickling, I'm sure gonna take him on in

Good morning, blues, blues, how do you do? How do you do?
Good morning, blues, blues, how do you do?
Say, I just come here to have a few words with you",6
"Trouble in mind, I'm blue
But I won't be blue always,
'Cause that sun is gonna shine in my back door someday

Now all you men's the same
But now I'm old enough to change my name
Lord, that sun's gonna shine in my back door someday

I'm gonna lay my head
On that lonesome railroad line
And let the 2:19 ease my troubled mind

Trouble in mind, I'm blue,
But I won't be blue always
Child, that wind's gonna come and blow my blues away!",5
"went to the racetrack my man he won 
He gave his other woman money and didn't give me none 
You don't know, you don't know my mind 
You see me laughin', laughin' just to keep from cryin' 

He said he didn't want me, I wasn't good enough 
I'm gonna get myself another man and call his bluff 
You don't know, you don't know my mind 
You see me laughin', laughin' just to keep from cryin' 

I'm not good lookin', I don't dress fine 
But I'm the kind of mama that will take my time 
You don't know, you don't know my mind 
You see me laughin', laughin' just to keep from cryin' 

You don't know, you don't know, you don't know my mind 
You don't know, you don't know my mind 
You see me laughin', laughin' just to keep from cryin' 

Aw you don't know, you don't know, you don't know my mind 
You don't know, you don't know my mind 
You see me laughin', laughin' just to keep from cryin'",6
"Day in, day out
That same old voodoo follows me about
That same old pounding in my heart whenever I think of you
And, darling, I think of you, day in and day out

Day out, day in
I needn't tell you how my days begin
When I awake, I get up with a tingle, one possibility in view
That possibility of maybe seeing you

Come rain, come shine
I meet you and to me the day is fine
Then I kiss your lips and the pounding becomes
The ocean's roar, a thousand drums

Can't you see it's love?
Can there be any doubt
When there it is
Day in and day out?

I'm gonna love you like nobody's loved you, come rain or come shine
I meet you and to me the day is fine
Then I kiss your lips and the pounding becomes
The ocean's roar, a thousand drums

Can't you see it's love
Can there be any doubt
When there it is

There it is, day in, day out
There it is, day in
There it is, there it is
There, there, there it is
There it is, there it is
Day out",7
"I said hello, Dolly, 
Well, hello, Dolly
It's so nice to have you back where you belong
You're lookin' swell, Dolly
I can tell, Dolly
You're still glowin'
You're still crowin'
You're still goin' strong
I feel that room swayin'
While the band's playin'
One of your old favourite songs from way back when
So take her wrap, fellas
Find her an empty lap, fellas
Dolly'll never go away again

I said hello, Dolly
Well, hello, Dolly
It's so nice to have you back where you belong
You're lookin' swell, Dolly
I can tell, Dolly
You're still glowin'
You're still crowin'
You're still goin' strong
I feel the room swayin'
While that ole band keeps on playin'
One of your old favourite songs from way back when
So golly, gee, fellas
Find her an empty knee, fellas
Dolly'll never go away
I said she'll never go away
Dolly'll never go away again",6
"I love the East, I love the West
And North and South they're both the best
But I only want to go there as a guest
'Cause I love being here with you

I love the sea, I love the shore
I love the rocks and what is more
With you there, they'd never be a bore
'Cause I love being here with you

Singing in the shower, laughing by the hour
Life is such a breezy game
Love all kinds of weather 'long as we're together
I love to hear you say my name

I love good wine and fine cuisine
And candle light; I like the scene
But, baby, if you know what I mean
I love being here with you
I love being here with you

I like a dance by Fred Astaire
And Brando's eyes, Yul Brynner's hair
But I think to tell you's only fair
That I love being here with you

And Cary Grant, oh do-dah-day
His utter charm takes me away
But don't get me wrong, how do you say
I love being here with you

Basie's band a-swinging, I like Ella's singing
Because there's something else, you know
They know how to say it, they know how to play it
They wind it up and let it go

I love the thrill of New York shows
I'd love to kiss Durante's nose
But I'd like to say before I close
That I love, and is love, I love being here with you",7
"Perdido
I look for my heart
It`s perdido
I lost it way down in Torito
The day the fiesta started

Bolero
I sway that they play the Bolero
I kissed me the listing sombrero
And that`s when my heart departed

High, was the sun when I held him close
Low, was the moon when we said, adios

Perdido
My heart ever since is Perdido
I know I must go to Torito
To find what I lost Perdido

High, was the sun when I held him close
Low, was the moon when we said, adios

Perdido
Goodnight perdido
I lost perdido",5
"There's a saying old, says that love is blind
Still we're often told, ""seek and ye shall find""
So I'm going to seek a certain lad I've had in mind

Looking everywhere, haven't found him yet
He's the big affair I cannot forget
Only man I ever think of with regret

I'd like to add his initial to my monogram
Tell me, where is the shepherd for this lost lamb?

There's a somebody I'm longin' to see
I hope that he, turns out to be
Someone who'll watch over me

I'm a little lamb who's lost in the wood
I know I could, always be good
To one who'll watch over me

Although he may not be the man some
Girls think of as handsome
To my heart he carries the key

Won't you tell him please to put on some speed
Follow my lead, oh, how I need
Someone to watch over me

Won't you tell him please to put on some speed
Follow my lead, oh, how I need
Someone to watch over me

Someone to watch over me",6
"Be wise, be smart, behave, my heart
Don't upset your cart when she's so close
Be soft, be sweet, but be discreet
Don't go off your beat; she's so close for comfort

Too close, too close for comfort; please, not again
Too close, too close to know just when to say when
Be firm, be fair, be sure, beware
On your guard, take care, while there's such temptation

One thing leads to another, too late to run for cover
She's much too close for comfort now

Too close, too close for comfort; please, not again
Too close, too close to know just when to say when
So be firm and be fair, be sure, beware
On your guard, take care, while there's such temptation

One thing leads to another, too late to run for cover
She's much too close for comfort now
Too close, much too close
She's much too close for comfort now",6
"I am not the only traveler
Who has not repaid his debt
I've been searching for a trail to follow again
Take me back to the night we met

And then I can tell myself
What the hell I'm supposed to do
And then I can tell myself
Not to ride along with you

I had all and then most of you
Some and now none of you
Take me back to the night we met
I don't know what I'm supposed to do
Haunted by the ghost of you
Oh, take me back to the night we met

When the night was full of terrors
And your eyes were filled with tears
When you had not touched me yet
Oh, take me back to the night we met

I had all and then most of you
Some and now none of you
Take me back to the night we met
I don't know what I'm supposed to do
Haunted by the ghost of you
Take me back to the night we met",6
"Oh, how I love him
But he just doesn't see

Tall and tan and young and handsome
The boy from Ipanema goes walking
And when he passes
Each girl he passes goes, ah

When he walks
He's like a samba
That swings so cool and sways so gentle
That when he passes each girl
He passes goes, ah

Oh, but I watch him so sadly
How can I tell him I love him?
Yes, I would give my heart gladly
But each day
When he walks to the sea
He looks straight ahead, not at me

Tall and tan and young and handsome
The boy from Ipanema goes walking
And when he passes goes, ah

I smile, but he doesn't see (doesn't see)
He just doesn't see; he never sees me",6
"Day in - day out
That same old voodoo follows me about
That same old pounding in my heart, whenever I think of you
And baby I think of you
Day in and day out
Day out - day in

I needn't tell you how my days begin
When I awake I get up with a tingle
One possibility in view
That possibility of maybe seeing you
Come rain - come shine

I meet you and to me the day is fine
Then I kiss your lips, and the pounding becomes
An oceans roar, a thousand drums
Can`t you see it`s love, can there be any doubt
When there it is, day in - day out",6
"So you met someone who set you back on your heels, goody goody!
So you met someone and now you know how it feels, goody goody!
Well you gave her your heart too, just as I gave mine to you
And she broke it in little pieces, now how do you do?

So you lie awake just singing the blues all night, goody goody!
And you found that loves a barrell of dynamite!
Hurray and halleluyah, you had it comin to ya
Goody goody for you! goody goody for me! ya I hope you`re 
Satisfied you rascal you!

Do you remember me sittin` all alone waitin` for the tinkle of the telephone? 
Now the action jackson`s turned right around, goody goody!

Yes you remember me, I was all for you, sittin` waitin` hoping like you told me 
Too. Now the action jackson`s turned right around

So you met someone who set you back on your heels, goody goody!
So you met someone and now you know how it feels, 
Hurray and halleluyah, you had it comin to ya.
Goody goody for her. Goody goody for me. And I hope she tans your hide you 
Rascal, I hope your satisfied you rascal. So goody good good for me you rascal 
You!",6
"Every honey bee fills with jealousy
When they see you out with me

Goodness knows
You're my honeysuckle rose

When you're passin' by, flowers droop and sigh
And I know the reason why

Goodness knows
You're my honeysuckle rose

Don't buy sugar
You just have to touch my cup
You're my sugar
It's sweeter when you stir it up

When I'm taking sips from your tasty lips
Seems the honey fairly drips

Goodness knows
You're my honeysuckle rose

Goodness knows
You're my honeysuckle rose

Don't buy sugar
You just have to touch my cup
You're my sugar
It's sweeter when you stir it up

When I'm taking sips from your tasty lips
Seems the honey fairly drips

Goodness knows
You're my honeysuckle rose",8
"I don't go out walking
I ain't for no talking
My baby's done left me
Just a sittin' and a rockin'
If I had been scheming
Instead of just dreaming
He'd never have left me
Just a sittin' and a rockin'

Sittin all day without holding my baby
Makes me so blue and sad
If he don't hurry and come back
It's a cinch to drive me mad
Now if I don't find him
I hope you'll remind him
That I'm staying where he left me
Just a sittin' and a rockin'

All day
Don't go out a walking
And I for no talking
My baby's done left me
Just a sittin' and a rockin'

All day
If I had been scheming
Instead of just dreaming
He'd never have left me
Just a sittin' and a rockin'
Sittin all day without holding my baby

I miss my lonely papa
If he don't hurry and come back
It's a cinch to, I'll blow my toppa
Now if I don't find him
I hope you'll remind him
That I'm staying where he left me
Just a sittin' and a rockin'

Rockin' and a sittin'
Sittin' and a rockin'
All day",4
"Somewhere in the night, chasing shadows around the bend
Somewhere in the night, chasing rainbows that have no end
In the misty night, you are mine and you hold me tight

But dreams have a way of calling it a day
My dreams have past, they seldom last
But in my lonely flight, I'll keep searching till day is through
And somewhere in the night, till I find you

Somewhere in the night, chasing shadows around the bend
Somewhere in the night, chasing rainbows that have no end
In the misty night, you are mine and you hold me tight

But dreams have a way of calling it a day
My dreams have past, they seldom last
But in my lonely flight, I'll keep searching till day is through
And somewhere in the night, till I find you",4
"Rustling of the leaves used to be my lullaby
In the sunny South when I was a tot so high
And now that I have grown
And myself alone

Cradle me where Southern skies
Can watch me with a million eyes
Sing me to sleep
Lullaby of the leaves

Cover me with Heaven's blue
And let me dream a dream or two
Sing me to sleep
Lullaby of the leaves

I'm breezing along, along with the breeze
I'm hearing a song, a song through the trees
Oh, oh, oh, oh, oh, oh
That fine melody caressing the shore
Familiar to me, I've heard it before
Oh, oh, oh, oh, oh, oh, that's Southland

Don't I feel it in my soul
And don't I know I've reached my goal
Sing me to sleep
Lullaby of the leaves",6
"Waking skies
At Sunrise
Every sunset too
Seems to be
Bringing me
Memories of you

Here and there
Everywhere
Scenes that we once knew
And they all
Just recall
Memories of you

How I wish I could forget
Those happy yesteryears
That have left a rosary of tears

Your face beams
In my dreams
Spite of all I do
Everything
Seems to bring
Memories of you

How I wish I could forget
Those happy yesteryears
That have left a rosary of tears

Your face beams
In my dreams
Spite of all I do
Everything
Seems to bring
Memories
All those memories of you",7
"The sweetest sounds I'll ever hear
Are still inside my head
The kindest words I'll ever know
Are waiting to be said
The most entrancing sight of all
Is yet for me to see
And the dearest love in all the world
Is waiting somewhere for me
Is waiting somewhere, somewhere for me

The sweetest sounds I'll ever hear
Are still inside my head
The kindest words I'll ever know
Are waiting to be said

The most entrancing sight of all
Is yet for me to see
And the dearest love in all the world
Is waiting somewhere for me
Is waiting somewhere, somewhere for me

The sweetest sounds I'll ever hear

The sweetest sounds I'll ever hear
Are still inside my head

The kindest words I'll ever hear

The kindest words I'll ever hear
Are waiting to be said

The most entrancing sight of all
Is yet for me to see

The most entrancing sight of all
Is yet for me to see

And the dearest love in all the world

Is waiting somewhere for me

Waiting somewhere

Is waiting somewhere",8
"Sometimes the world is a valley of heartaches and tears
And in the hustle and bustle, no sunshine appears
But you and I have our love always there to remind us
There is a way we can leave all the shadows behind us
Volare, oh, oh! Cantare, oh, oh, oh, oh!
Let's fly way up to the clouds, away from the maddening crowds
We can sing in the glow of a star that I know of
Where lovers enjoy peace of mind
Let us leave the confusion and all disillusion behind
Just like birds of a feather a rainbow together we'll find
Volare, oh, oh! Cantare, oh, oh, oh, oh!
No wonder my happy heart sings
Your love has given me wings
Your love has given me wings",6
"When an early autumn walks the land and chills the breeze
And touches with her hand the summer trees,
Perhaps you'll understand what memories I own.
There's a dance pavilion in the rain all shuttered down,

A winding country lane all russet brown,
A frosty window pane shows me a town grown lonely.
That spring of ours that started so April-hearted,
Seemed made for just a boy and girl.

I never dreamed, did you, any fall would come in view
So early, early.
Darling if you care, please, let me know,
I'll meet you anywhere, I miss you so.
Let's never have to share another early autumn.",6
"You're just too marvelous
Too marvelous for words
Like glorious, glamorous
And that old standby amorous

It's all too wonderful
I'll never find the words
That say enough, tell enough
I mean they just aren't swell enough

You're much too much, and just too very very
To ever be, in Webster's dictionary
And so, I'm borrowing a love song from the birds
To tell you that you're marvelous
Too marvelous for words

You're much too much, and just too very very
To ever be, in Webster's dictionary
And so, I'm borrowing a love song from the birds
To tell you that you're marvelous
Too marvelous for words",7
"Maybe he's not much, just another man
Doing what he can
But what does she care
When a woman loves a man?

She'll just string along
All through thick and thin
Till his ship comes in
It's always that way

When a woman love a man
She'll be the first one to praise him
When he's goin' strong
The last one to blame him

When everything's wrong
It's such a one-sided game that they play
But women are funny that way
Tell her she's a fool

She'll say, ""yes, I know""
But I love him so
And that's how it goes
When a woman loves a man

Tell her she's a fool
She'll say, ""yes, I know""
But I love him so
And that's how if goes",5
"Passion flower
Sent from the blue above
You're a flower of love
Passion flower
Free as a star in flight
Laughing through the night

Your lips keep taunting me
Not wanting me
Yet haunting me
Each day

Stay with me
My passion flower
You are all I'm dreaming of
Passion flower of love
Passion flower of love",7
"[Chorus]
It's been a hard day's night
And I've been working like a dog
It's been a hard day's night
I should be sleeping like a log
But when I get home to you
I find the things that you do
Will make me feel all right

You know I work all day
To get you money to buy you things
And it's worth it just to hear you say
You're going to give me everything
So why on earth should I moan?
'Cause when I get you alone
You know I feel okay

When I'm home, everything seems to be right
When I'm home feeling you holding me tight, tight, yeah

[Chorus]

So why on earth should I moan?
'Cause when I get you alone
You know I feel okay

When I'm home, everything seems to be right
When I'm home feeling you holding me tight, tight, yeah

[Chorus]

You know I feel all right
You know I feel all right",6
"Yeah, walk right in, sit right down; daddy, let your mind roll on
Everybody, walk right in, sit right down; daddy, let your mind roll on
Everybody's takin' 'bout a new way of walkin'
Do you wanna lose your mind? Walk right in, sit right down
Daddy, let your mind roll on

Walk right in, sit right down; baby, let your hair hang down
Walk right in, sit right down; baby, let your hair hang down
Everybody's talkin' 'bout new way of walkin'
Do you wanna lose your mind? Walk right in, sit right down
Baby, let your hair hang down, yeah

Yeah, walk right in, sit right down; daddy, let your mind roll on
Everybody, walk right in, sit right down; daddy, let your mind roll on
Everybody's takin' 'bout a new way of walkin'
Do you wanna lose your mind? Walk right in, sit right down
Daddy, let your mind roll on

Walk right in, sit right down; baby, let your hair hang down, yeah, yeah
Walk right in, sit right down; baby, let your hair hang down
Everybody's talkin' 'bout new way of walkin'
Do you wanna lose your mind? Walk right in, sit right down
Baby, let your hair hang down; baby, let your mind roll on
Baby, let your hair hang down; yeah, baby, let your mind roll on",5
"Heaven
I'm in Heaven
And my heart beats
So that I can hardly speak
And I seem to find
The happiness I seek
When we're out together
Dancing cheek to cheek

Heaven
I'm in heaven
And the cares
That hung around me
Through the week
Seem to vanish
Like a gambler's
Lucky streak
When we're out together
Dancing cheek to cheek

Oh
I love to climb a mountain
And to reach the highest peak
But it doesn't thrill me
Half as much
As dancing cheek to cheek

Oh
I love to go out fishing
In a river or a creek
But I don't enjoy it half
As much as dancing
Cheek to cheek

Dance with me
I want my arm about you
That charm about you
Will carry me through to

Heaven
I'm in heaven
And my heart beats
So that I can hardly speak
And I seem to find
That happiness I seek
When we're out together
Swinging cheek to cheek

Come on and dance with me
I want my arm about you
That charm about you
Will carry me through
Right up to

Heaven
I'm in heaven
And my heart beats
So that I can hardly speak
And I seem to find
That happiness I seek
When we're out
Together dancing
Out together dancing
Out together dancing
Cheek to cheek",6
"There are many, many crazy things
That will keep me loving you
And with your permission
May I list a few?

The way you wear your hat
The way you sip your tea
The memory of all that
No, they can't take that away from me

The way your smile just beams
The way you sing off key
The way you haunt my dreams
No, they can't take that away from me

We may never never meet again
On that bumpy road to love
But I'll always, always keep the memory of

The way you hold your knife
The way we danced till three
The way you changed my life
No, they can't take that away from me",6
"Abide with me, fast falls the eventide
The darkness deepens, Lord with me abide
When other helpers fail and comforts flee
Help of the helpless, oh abide with me

I need Thy presence every passing hour
What but Thy grace can foil the tempter's power?
Who like Thyself my guide and stay can be?
Through cloud and sunshine Lord abide with me

Hold thou Thy cross before my closing eyes
Shine through the gloom and point me to the skies
Heaven's morning breaks and earth's vain shadows flee
In life, in death oh Lord abide with me
",4
"Do not wait until some deed of greatness you may do
Do not wait to shed your light afar
To the many duties ever near you now be true
Brighten the corner where you are

Brighten the corner where you are
Brighten the corner where you are
Someone far from harbor you may guide across the bar
Brighten the corner where you are

Just above are clouded skies that you may help to clear
Let not narrow self your way debar
Though into one heart alone may fall your song of cheer
Brighten the corner where you are

Here for all your talent you may surely find a need
Here reflect the bright and Morning Star
Even from your humble hand the Bread of Life may feed
Brighten the corner where you are",6
"O come all ye faithful
Joyful and triumphant
O come ye, O come ye to Bethlehem
Come and behold Him
Born the King of Angels

O come, let us adore Him
O come, let us adore Him
O come, let us adore Him
Christ the Lord

Sing, choirs of Angels
Sing in exultation
O sing, all ye citizens of Heaven above
Glory to God
Glory in the highest

O come, let us adore Him
O come, let us adore Him
O come, let us adore Him
Christ the Lord

Yea, Lord, we greet Thee
Born this happy morning
Jesus to Thee be all glory giv'n
Word of the Father
Now in flesh appearing

O come, let us adore Him
O come, let us adore Him
O come, let us adore Him
Christ the Lord",7
"God rest ye merry gentlemen
Let nothing you dismay
Remember Christ our savior
Was born on Christmas day
To save us all from Satan's power
When we were gone astray

Oh, tidings of comfort and joy
Comfort and joy
Oh, tidings of comfort and joy

From God our heavenly father
The blessed angel came
And unto certain shepherds
Brought tidings of the same
How bad in Bethlehem was born
The son of God by name

Oh, tidings of comfort and joy
Comfort and joy
Oh, tidings of comfort and joy

Now to the Lord sing praises
All you within this place
And with true love and brotherhood
Each other now embrace
This holy tide of Christmas
All ever that you can face

Oh, tidings of comfort and joy
Comfort and joy
Oh, tidings of comfort and joy",7
"O holy night, the stars are brightly shining
It is the night of the dear Savior's birth
Long lay the world in sin and error pining
Till He appeared and the soul felt its worth

A thrill of hope, the weary world rejoices
For yonder breaks a new and glorious morn
Fall on your knees; oh, hear the angel voices
O night divine, O night when Christ was born

O night divine
O night
O night divine
Night divine",6
"Oh little town of Bethlehem, how still we see thee lie
Above thy deep and dreamless sleep the silent stars go by
Yet in thy dark streets shineth, the everlasting light
The hopes and fears of all the years are met in thee tonight.

For Christ is born of Mary, and gathered all above
While mortals sleep the angels keep their watch of wondering love
Oh morning stars together, proclaim thy holy birth.
And praises sing to God the king, and peace to men on earth.

Oh little town of Bethlehem, how still we see thee lie
Above thy deep and dreamless sleep the silent stars go by
Yet in thy dark streets shineth, the everlasting light
The hopes and fears of all the years are met in thee tonight.",5
"Hey, Jude, don't make it bad
Take a sad song and make it better
Remember to let her into your heart
Then you can start to make it better

Hey, Jude, don't be afraid
You were made to go out and get her
The minute you let her under your skin
Then you begin to make it better

And anytime you feel the pain, hey, Jude, refrain
Don't carry the world upon your shoulders
For well you know that it's a fool who plays it cool
By making his world a little colder

Hey, Jude, don't let me down
You have found her; now go and get her
Remember to let her into your heart
Then you can start to make it better

So let it out and let it in; hey, Jude, begin
You're waiting for someone to perform with
And don't you know that it's just you; hey, Jude, you'll do
The movement you need is on your shoulder

Hey, Jude, don't make it bad
Take a sad song and make it better
Remember to let her under your skin
Then you'll begin to make it
Better, better, better, better, better, better, oh

Na, na, na, na, na, na, na, na, hey, Jude",6
"Doo doo doo doo doo
Doo doo doo doo doo doo doo doo doo
Doo doo doo doo doo doo doo doo doo doo doo
Oh, oh, oh, oh, oh

A chair is still a chair even when there's no one sittin' there
But a chair is not a house and a house is not a home
When there's no one there to hold you tight
And no one there you can kiss goodnight

Whoa, oh, oh, oh, oh, oh, oh
Girl

A room is a still a room even when there's nothin' there but gloom
But a room is not a house and a house is not a home
When the two of us are far apart
And one of us has a broken heart

Now and then I call your name
And suddenly your face appears
But it's just a crazy game
When it ends, it ends in tears

Pretty little darling, have a heart: don't let one mistake keep us apart
I'm not meant to live alone, turn this house into a home
When I climb the stairs and turn the key
Oh, please be there, sayin' that you're still in love with me, yeah

I'm not meant to live alone, turn this house into a home
When I climb the stairs and turn the key
Oh, please be there, still in love
I said, still in love
Still in love with you, yeah

Are you gonna be in love with me?
I want you and need to be, yeah
Still in love with me
Say you're gonna be in love with me
It's drivin' me crazy to think that, my baby
Couldn't be still in love with me

Are you gonna be? Say you're gonna be
Are you gonna be? Say you're gonna be
Are you gonna be? Say you're gonna be
Well, well, well, well
Still in love, so in love, still in love with me
Are you gonna be?
Say that you're gonna be

Still in love with me, yeah
With me, oh, oh, oh, oh, oh
Still in love with me, yeah, yeah",6
"It's getting near dawn
When lights close their tired eyes
I'll soon be with you my love
To give you my dawn surprise

I'll be with you darling soon
I'll be with you when the stars start falling

I've been waiting so long
To be where I'm going
There, in the sunshine of your love

I'm with you my love
The light's shining through on you
Yes, I'm with you my love
It's the morning and just we two

I'll stay with you darling now
I'll stay with you till my seas are dried up

I've been waiting so long
To be where I'm going
There in the sunshine of your love

I'm with you my love
The light's shining through on you
Yes, I'm with you my love
It's the morning and just we two

I'll stay with you darling now
I'll stay with you till my seas are dried up

I've been waiting so long
I've been waiting so long
I've been waiting so long
To be where I'm going
There, in the sunshine of your love",6
"You see this girl
This girl's in love with you
Yes, I'm in love
Who looks at you the way I do?
When you smile, I can tell
We know each other very well

How can I show you I'm glad
I got to know you 'cause
I've heard some talk
They say you think I'm fine
This girl's in love
And what I'd do to make you mine
Tell me now, is it so?
Don't let me be the last to know

My hands are shakin'
Don't let my heart keep breaking
'Cause I need your love
I want your love
Say you're in love and you'll be my guy
If not, I'll just die

Tell me now, is it so?
Don't let me be the last to know
My hands are shakin'
Don't let my heart keep breaking
'Cause I need your love
I want your love
Say you're in love
And you'll be my guy
If not, I'll just die",7
"A woman gets all the blame
For everything that happens under the sun
But when it comes to being bad
A woman's not the only one

Trouble is a man
A man who loves me no more, no more
Trouble is a man
A man I'll always adore

Nothing good to say about him
Still, I hate a day without him
Why should he have to be
The one, my only?

Trouble is a man
A man who's handsome and tall, so tall
Trouble is a man
Who's for himself and that's all

After all we've done, he didn't mean it
Now I understand--I should have seen it
Trouble is a man
Trouble is a man
Trouble, trouble",4
"Let someone start believing in you; let him hold out his hand
Let him touch you and watch what happens
Someone who can look in your eyes and see into your heart
Let him find you and watch what happens

Cold, no, I won't believe your heart is cold
Maybe just afraid to be broken again
Let someone with a deep love to give
Give that deep love to you and what magic you'll see

Let someone with a deep love to give
Give that deep love to you and what magic you'll see
Let someone give his heart, someone who cares like me
Let someone give his heart who cares like me",5
"Why do birds suddenly appear
Every time you are near?
Just like me, they long to be
Close to you

Why do stars fall down from the sky
Every time you walk by?
Just like me, they long to be
Close to you

On the day that you were born, the angels got together
And decided to create a dream come true
So they sprinkled moon dust in your hair of gold
And starlight in your eyes of blue

That is why all the girls in town
Follow you all around
Just like me, they long to be
Close to you

On the day that you were born, the angels got together
And decided to create a dream come true
So they sprinkled moon dust in your hair of gold
And starlight in your eyes of blue

That is why all the girls in town
Follow you all around
Just like me, they long to be
Close to you

Just like me they long to be
Close to you
I've only just began to live close to you",5
"Think of your fellow man, lend him a helping hand
Put a little love in your heart
You see, it's getting late, oh, please don't hesitate
Put a little love in your heart

And the world will be a better place
And the world will be a better place for you and me
You just wait and see

Another day goes by, and still the children cry
Put a little love in your heart
If you want the world to know, we won't let hatred grow
Put a little love in your heart

And the world will be a better place
And the world will be a better place for you and me
You just wait and see. Wait and see

Take a good look around and if you're lookin' down
Put a little love in your heart
I hope when you decide kindness will be your guide
Put a little love in your heart
And the world will be a better place
And the world will be a better place for you and me
You just wait and see
Put a little love in your heart
Put a little love in your heart",6
"Something in the way he moves
Attracts me like no other lover
Something in the way that he woos me
Don't want to leave him now
Better believe, and how

Somewhere in his smile he knows
I don't need no other lover
Something in his style that shows me
Don't want to leave him now
Better believe, and how

You're asking me, will my love grow?
Well, I don't know, no, I don't know
You stick around, Jack; it might show
I don't know, no, I don't know

Something in the way he knows
All I gotta do is just think of him
Something in the things that he shows me
Don't want to leave him now
Better believe, and how

You're asking me will my love grow
I don't know, no, I don't know
But you hang around, Jack, it might show
I don't know, no, I don't know

Something in the way he knows me
And all I gotta do is just think of him
Something in those things that he shows me
Don't want to leave him now
Better believe, and how

I don't plan to leave him now",7
